Job created,Total Savings
0.0,469890.79666666663
10.0,26140.455000000005
0.0,24337.390000000003
2.0,17159.372857142855
0.0,4036.298888888889
0.0,59950.340000000004
15.0,48433.09333333333
0.0,13990.626363636366
0.0,9753.649285714284
0.0,23931.398933333337
12.0,39246.016153846154
0.0,2760.8888888888887
10.0,6658.283333333334
10.0,17843.937857142857
0.0,14327.419333333331
0.0,61830.770625
0.0,37214.024
0.0,17757.662
20.0,11227.155714285715
0.0,14316.976875000002
